,client id,file transfer round trip (ms)
,Client: 419.0,0.474697 ms
,Client: 420.0,0.576127 ms
,Client: 421.0,0.477764 ms
,Client: 422.0,0.509955 ms
,Client: 423.0,0.507145 ms
,Client: 424.0,0.550578 ms
,Client: 425.0,0.588645 ms
,Client: 426.0,0.531671 ms
,Client: 427.0,1.433802 ms
,Client: 428.0,0.832126 ms
,Client: 429.0,0.508678 ms
,Client: 430.0,0.496159 ms
,Client: 431.0,0.549045 ms
,Client: 432.0,0.66708 ms
,Client: 433.0,0.573827 ms
,Client: 434.0,0.482874 ms
,Client: 435.0,0.442506 ms
,Client: 436.0,0.487216 ms
,Client: 437.0,0.501013 ms
,Client: 438.0,0.674489 ms
,Client: 439.0,0.509955 ms
,Client: 440.0,0.625692 ms
,Client: 441.0,0.499735 ms
,Client: 442.0,0.847967 ms
,Client: 443.0,0.561564 ms
,Client: 444.0,0.480063 ms
,Client: 445.0,0.663249 ms
,Client: 446.0,0.677045 ms
,Client: 447.0,0.45477 ms
,Client: 448.0,0.552878 ms
,Client: 449.0,0.529883 ms
,Client: 450.0,0.468311 ms
,Client: 451.0,0.491305 ms
,Client: 452.0,0.601675 ms
,Client: 453.0,0.51762 ms
,Client: 454.0,0.497436 ms
,Client: 455.0,0.520941 ms
,Client: 456.0,0.556198 ms
,Client: 457.0,0.522474 ms
,Client: 458.0,0.476231 ms
,Client: 459.0,0.501524 ms
,Client: 460.0,0.4678 ms
,Client: 461.0,0.508422 ms
,Client: 462.0,0.463712 ms
,Client: 463.0,0.616494 ms
,Client: 464.0,0.34772 ms
,Client: 465.0,0.522985 ms
,Client: 466.0,1.104988 ms
,Client: 467.0,0.547768 ms
,Client: 468.0,0.417212 ms
,Client: 469.0,0.411081 ms
,Client: 470.0,0.502035 ms
,Client: 471.0,0.459369 ms
,Client: 472.0,0.520686 ms
,Client: 473.0,0.514298 ms
,Client: 474.0,0.485939 ms
,Client: 475.0,0.487983 ms
,Client: 476.0,0.710003 ms
,Client: 477.0,0.503313 ms
,Client: 478.0,0.36637 ms
,Client: 479.0,0.473932 ms
,Client: 480.0,0.46039 ms
,Client: 481.0,0.393963 ms
,Client: 482.0,0.510211 ms
,Client: 483.0,0.561819 ms
,Client: 484.0,0.446339 ms
,Client: 485.0,0.462434 ms
,Client: 486.0,0.664781 ms
,Client: 487.0,0.515832 ms
,Client: 488.0,0.869939 ms
,Client: 489.0,0.569995 ms
,Client: 490.0,0.496159 ms
,Client: 491.0,0.521452 ms
,Client: 492.0,0.442251 ms
,Client: 493.0,0.519152 ms
,Client: 494.0,0.507145 ms
,Client: 495.0,0.464734 ms
,Client: 496.0,0.580981 ms
,Client: 497.0,0.509955 ms
,Client: 498.0,0.444295 ms
,Client: 499.0,0.560286 ms
,Client: 500.0,0.46039 ms
,Client: 501.0,0.546745 ms
,Client: 502.0,0.540614 ms
,Client: 503.0,0.504334 ms
,Client: 504.0,0.438419 ms
,Client: 505.0,0.500758 ms
,Client: 506.0,0.495903 ms
,Client: 507.0,0.568206 ms
,Client: 508.0,0.521963 ms
,Client: 509.0,0.516342 ms
,Client: 510.0,0.494115 ms
,Client: 511.0,0.46269 ms
,Client: 512.0,0.518898 ms
,Client: 513.0,0.45758 ms
,Client: 514.0,0.502546 ms
,Client: 515.0,0.532438 ms
,Client: 516.0,0.5074 ms
,Client: 517.0,0.513532 ms
,Client: 518.0,0.447616 ms
,Client: 519.0,0.48926 ms
,Client: 520.0,0.540869 ms
,Client: 521.0,0.493859 ms
,Client: 522.0,0.504335 ms
,Client: 523.0,0.422834 ms
,Client: 524.0,0.522218 ms
,Client: 525.0,0.488239 ms
,Client: 526.0,0.535759 ms
,Client: 527.0,0.49718 ms
,Client: 528.0,0.536015 ms
,Client: 529.0,0.514554 ms
,Client: 530.0,0.470866 ms
,Client: 531.0,0.452981 ms
,Client: 532.0,0.539336 ms
,Client: 533.0,0.485428 ms
,Client: 534.0,0.539337 ms
,Client: 535.0,0.628757 ms
,Client: 536.0,0.583025 ms
,Client: 537.0,0.531417 ms
,Client: 538.0,0.416446 ms
,Client: 539.0,0.468566 ms
,Client: 540.0,0.44736 ms
,Client: 541.0,0.499991 ms
,Client: 542.0,0.484406 ms
,Client: 543.0,0.505101 ms
,Client: 544.0,0.449915 ms
,Client: 545.0,0.550833 ms
,Client: 546.0,0.487472 ms
,Client: 547.0,0.506122 ms
,Client: 548.0,0.521963 ms
,Client: 549.0,0.512255 ms
,Client: 550.0,0.529372 ms
,Client: 551.0,0.466267 ms
,Client: 552.0,0.564885 ms
,Client: 553.0,0.496159 ms
,Client: 554.0,0.492327 ms
,Client: 555.0,0.498969 ms
,Client: 556.0,0.492581 ms
,Client: 557.0,0.451704 ms
,Client: 558.0,0.499225 ms
,Client: 559.0,0.51762 ms
,Client: 560.0,0.410826 ms
,Client: 561.0,0.50459 ms
,Client: 562.0,0.521708 ms
,Client: 563.0,0.482362 ms
,Client: 564.0,0.564374 ms
,Client: 565.0,0.508422 ms
,Client: 566.0,0.571528 ms
,Client: 567.0,0.495904 ms
,Client: 568.0,0.506122 ms
,Client: 569.0,0.546235 ms
,Client: 570.0,0.531416 ms
,Client: 571.0,0.514809 ms
,Client: 572.0,0.522729 ms
,Client: 573.0,0.537037 ms
,Client: 574.0,0.390642 ms
,Client: 575.0,0.461412 ms
,Client: 576.0,0.574338 ms
,Client: 577.0,1.621074 ms
,Client: 578.0,0.439951 ms
,Client: 579.0,0.471121 ms
,Client: 580.0,0.482106 ms
,Client: 581.0,0.490027 ms
,Client: 582.0,0.419001 ms
,Client: 583.0,0.487216 ms
,Client: 584.0,0.500757 ms
,Client: 585.0,0.509444 ms
,Client: 586.0,0.463201 ms
,Client: 587.0,0.437397 ms
,Client: 588.0,0.460646 ms
,Client: 589.0,0.515576 ms
,Client: 590.0,0.545979 ms
,Client: 591.0,0.490283 ms
,Client: 592.0,0.548278 ms
,Client: 593.0,0.530906 ms
,Client: 594.0,0.434842 ms
,Client: 595.0,0.501269 ms
,Client: 596.0,0.522474 ms
,Client: 597.0,0.536015 ms
,Client: 598.0,0.474442 ms
,Client: 599.0,0.505357 ms
,Client: 600.0,0.492327 ms
,Client: 601.0,0.448127 ms
,Client: 602.0,0.499224 ms
,Client: 603.0,0.515576 ms
,Client: 604.0,0.506378 ms
,Client: 605.0,0.516087 ms
,Client: 606.0,0.447616 ms
,Client: 607.0,0.475209 ms
,Client: 608.0,0.5074 ms
,Client: 609.0,0.499224 ms
,Client: 610.0,0.454514 ms
,Client: 611.0,0.522474 ms
,Client: 612.0,0.446083 ms
,Client: 613.0,0.470354 ms
,Client: 614.0,0.503823 ms
,Client: 615.0,0.523752 ms
,Client: 616.0,0.491815 ms
,Client: 617.0,0.492582 ms
,Client: 618.0,0.460134 ms
,Client: 619.0,0.446339 ms
,Client: 620.0,0.451448 ms
,Client: 621.0,0.479552 ms
,Client: 622.0,0.496414 ms
,Client: 623.0,0.459113 ms
,Client: 624.0,0.518897 ms
,Client: 625.0,0.4655 ms
,Client: 626.0,0.522219 ms
,Client: 627.0,0.526307 ms
,Client: 628.0,0.501269 ms
,Client: 629.0,0.454514 ms
,Client: 630.0,0.540103 ms
,Client: 631.0,0.491049 ms
,Client: 632.0,0.499225 ms
,Client: 633.0,0.531927 ms
,Client: 634.0,0.463456 ms
,Client: 635.0,0.437651 ms
,Client: 636.0,0.439185 ms
,Client: 637.0,0.514043 ms
,Client: 638.0,0.518386 ms
,Client: 639.0,0.501268 ms
,Client: 640.0,0.53116 ms
,Client: 641.0,0.524518 ms
,Client: 642.0,0.539592 ms
,Client: 643.0,0.508933 ms
,Client: 644.0,0.48926 ms
,Client: 645.0,0.563863 ms
,Client: 646.0,0.513021 ms
,Client: 647.0,0.459879 ms
,Client: 648.0,0.480574 ms
,Client: 649.0,0.516087 ms
,Client: 650.0,0.521707 ms
,Client: 651.0,0.508167 ms
,Client: 652.0,0.522985 ms
,Client: 653.0,0.525795 ms
,Client: 654.0,0.508422 ms
,Client: 655.0,0.550577 ms
,Client: 656.0,0.556965 ms
,Client: 657.0,0.524773 ms
,Client: 658.0,0.539592 ms
,Client: 659.0,0.491816 ms
,Client: 660.0,0.471632 ms
,Client: 661.0,0.519408 ms
,Client: 662.0,0.523751 ms
,Client: 663.0,0.506889 ms
,Client: 664.0,0.495392 ms
,Client: 665.0,0.516598 ms
,Client: 666.0,0.484917 ms
,Client: 667.0,0.469844 ms
,Client: 668.0,0.503568 ms
,Client: 669.0,2.464187 ms
,Client: 670.0,0.477253 ms
,Client: 671.0,0.482363 ms
,Client: 672.0,0.463201 ms
,Client: 673.0,0.55671 ms
,Client: 674.0,0.524518 ms
,Client: 675.0,0.552621 ms
,Client: 676.0,0.536015 ms
,Client: 677.0,0.482363 ms
,Client: 678.0,0.529372 ms
,Client: 679.0,0.497436 ms
,Client: 680.0,0.490538 ms
,Client: 681.0,0.507145 ms
,Client: 682.0,0.530138 ms
,Client: 683.0,0.493348 ms
,Client: 684.0,0.498714 ms
,Client: 685.0,0.449915 ms
,Client: 686.0,0.560541 ms
,Client: 687.0,0.481851 ms
,Client: 688.0,0.497436 ms
,Client: 689.0,0.449916 ms
,Client: 690.0,0.509188 ms
,Client: 691.0,0.503057 ms
,Client: 692.0,0.492582 ms
,Client: 693.0,0.481085 ms
,Client: 694.0,0.526307 ms
,Client: 695.0,0.509699 ms
,Client: 696.0,0.512766 ms
,Client: 697.0,0.533204 ms
,Client: 698.0,0.555176 ms
,Client: 699.0,0.480063 ms
,Client: 700.0,0.53065 ms
,Client: 701.0,0.439951 ms
,Client: 702.0,0.43663 ms
,Client: 703.0,0.545979 ms
,Client: 704.0,0.52273 ms
,Client: 705.0,0.476997 ms
,Client: 706.0,0.499736 ms
,Client: 707.0,0.460646 ms
,Client: 708.0,0.512254 ms
,Client: 709.0,0.517364 ms
,Client: 710.0,0.50459 ms
,Client: 711.0,0.45758 ms
,Client: 712.0,0.478275 ms
,Client: 713.0,0.503057 ms
,Client: 714.0,0.513277 ms
,Client: 715.0,0.492837 ms
,Client: 716.0,0.555943 ms
,Client: 717.0,0.524518 ms
,Client: 718.0,0.51251 ms
